person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
38,90709.0,MORTGAGE,4.0,PERSONAL,B,27812.0,17.13,0.31,Y,14.0,1
53,32406.0,MORTGAGE,3.0,PERSONAL,F,4009.0,20.27,0.12,N,18.0,0
33,102823.0,MORTGAGE,8.0,PERSONAL,E,22568.0,22.99,0.22,N,3.0,0
38,95105.0,RENT,10.0,VENTURE,E,19595.0,10.47,0.21,N,24.0,0
45,44299.0,OWN,0.0,DEBTCONSOLIDATION,A,33046.0,21.69,0.75,N,14.0,0
36,57043.0,MORTGAGE,9.0,PERSONAL,G,18113.0,18.48,0.32,N,27.0,1
47,39750.0,OTHER,2.0,HOMEIMPROVEMENT,B,26635.0,5.91,0.67,N,4.0,0
38,46984.0,OWN,1.0,DEBTCONSOLIDATION,C,8643.0,10.62,0.18,N,18.0,0
46,66536.0,OWN,10.0,EDUCATION,B,23183.0,13.36,0.35,N,24.0,0
38,13706.0,OWN,0.0,MEDICAL,E,29815.0,11.47,2.18,N,17.0,0
52,21266.0,OTHER,1.0,HOMEIMPROVEMENT,D,34785.0,21.53,1.64,N,16.0,0
26,99179.0,OTHER,10.0,PERSONAL,C,29835.0,21.88,0.3,N,28.0,0
48,96422.0,MORTGAGE,6.0,HOMEIMPROVEMENT,D,19380.0,11.52,0.2,Y,11.0,0
62,57544.0,OWN,4.0,HOMEIMPROVEMENT,D,21306.0,12.52,0.37,N,21.0,1
24,85382.0,RENT,1.0,PERSONAL,D,11390.0,19.25,0.13,N,14.0,0
49,88255.0,RENT,3.0,HOMEIMPROVEMENT,C,8849.0,8.24,0.1,N,27.0,0
62,96924.0,RENT,10.0,PERSONAL,F,28587.0,7.64,0.29,N,17.0,0
27,55116.0,MORTGAGE,5.0,HOMEIMPROVEMENT,E,13469.0,18.67,0.24,N,18.0,0
61,74213.0,RENT,7.0,MEDICAL,E,15230.0,14.79,0.21,N,17.0,1
31,95464.0,OWN,5.0,DEBTCONSOLIDATION,A,24853.0,8.68,0.26,Y,29.0,0
61,56326.0,MORTGAGE,5.0,HOMEIMPROVEMENT,D,4259.0,,0.08,N,3.0,0
32,79354.0,MORTGAGE,5.0,VENTURE,D,24053.0,12.84,0.3,N,15.0,0
45,18087.0,OTHER,4.0,PERSONAL,G,7077.0,16.4,0.39,N,24.0,1
37,111747.0,OWN,4.0,MEDICAL,G,11455.0,22.94,0.1,N,28.0,0
61,58416.0,RENT,5.0,EDUCATION,A,18709.0,22.3,0.32,N,28.0,0
39,97629.0,OWN,5.0,MEDICAL,C,31415.0,7.37,0.32,N,27.0,0
35,76583.0,OWN,0.0,PERSONAL,A,19385.0,18.74,0.25,N,27.0,0
56,53413.0,MORTGAGE,6.0,DEBTCONSOLIDATION,B,4696.0,19.11,0.09,N,19.0,0
22,94580.0,RENT,5.0,DEBTCONSOLIDATION,F,15119.0,20.26,0.16,N,9.0,0
46,107651.0,RENT,5.0,EDUCATION,C,33981.0,,0.32,N,16.0,0
34,83466.0,RENT,0.0,PERSONAL,B,15344.0,19.42,0.18,N,4.0,1
53,91530.0,OTHER,6.0,EDUCATION,B,10250.0,14.4,0.11,N,16.0,0
64,36838.0,OWN,5.0,HOMEIMPROVEMENT,F,20815.0,14.03,0.57,N,24.0,0
41,71701.0,MORTGAGE,9.0,EDUCATION,F,796.0,19.12,0.01,N,7.0,0
59,115362.0,MORTGAGE,1.0,PERSONAL,D,26775.0,15.38,0.23,N,15.0,1
42,49034.0,MORTGAGE,,DEBTCONSOLIDATION,C,32913.0,6.16,0.67,Y,25.0,0
23,100875.0,RENT,10.0,DEBTCONSOLIDATION,F,19535.0,8.55,0.19,N,26.0,0
60,20559.0,RENT,,DEBTCONSOLIDATION,F,1154.0,7.63,0.06,N,18.0,0
42,67229.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7907.0,7.43,0.12,N,10.0,0
28,13408.0,OWN,7.0,DEBTCONSOLIDATION,F,20506.0,12.66,1.53,N,21.0,0
43,33878.0,MORTGAGE,6.0,EDUCATION,E,17800.0,7.67,0.53,Y,22.0,1
40,28068.0,OWN,,HOMEIMPROVEMENT,D,16020.0,13.23,0.57,N,12.0,0
60,56144.0,MORTGAGE,6.0,VENTURE,F,16964.0,21.79,0.3,N,20.0,1
35,71808.0,OWN,,PERSONAL,F,12832.0,12.71,0.18,N,6.0,0
44,109173.0,MORTGAGE,10.0,HOMEIMPROVEMENT,E,21085.0,14.29,0.19,Y,2.0,0
45,113427.0,OTHER,6.0,HOMEIMPROVEMENT,D,12610.0,6.94,0.11,N,20.0,1
64,37309.0,OTHER,3.0,VENTURE,B,24674.0,21.49,0.66,N,22.0,0
28,42391.0,RENT,0.0,EDUCATION,E,14390.0,19.76,0.34,Y,17.0,1
34,101025.0,RENT,8.0,PERSONAL,C,20620.0,13.47,0.2,N,12.0,0
58,65027.0,RENT,0.0,EDUCATION,C,4802.0,14.73,0.07,Y,13.0,0
52,103243.0,RENT,,HOMEIMPROVEMENT,C,2859.0,22.01,0.03,Y,8.0,0
20,99132.0,MORTGAGE,,PERSONAL,C,3026.0,12.97,0.03,N,19.0,0
24,98647.0,OTHER,4.0,HOMEIMPROVEMENT,F,5277.0,7.59,0.05,N,2.0,0
28,68974.0,RENT,9.0,MEDICAL,D,16458.0,15.95,0.24,N,11.0,0
63,92462.0,OWN,8.0,EDUCATION,C,3660.0,11.31,0.04,N,9.0,0
25,44971.0,OWN,1.0,EDUCATION,E,30880.0,11.5,0.69,N,21.0,1
47,94855.0,RENT,4.0,MEDICAL,B,5428.0,21.64,0.06,Y,23.0,0
64,92671.0,RENT,10.0,HOMEIMPROVEMENT,E,1035.0,17.32,0.01,N,13.0,0
45,110415.0,RENT,10.0,DEBTCONSOLIDATION,G,27187.0,18.18,0.25,N,28.0,0
47,82812.0,MORTGAGE,10.0,MEDICAL,A,14213.0,,0.17,N,26.0,0
59,101598.0,OWN,0.0,MEDICAL,G,18657.0,16.57,0.18,N,7.0,0
34,64851.0,OWN,1.0,VENTURE,F,33477.0,22.53,0.52,N,13.0,0
25,59698.0,OWN,0.0,VENTURE,A,2773.0,9.7,0.05,N,19.0,0
46,90122.0,OTHER,2.0,DEBTCONSOLIDATION,G,6312.0,13.63,0.07,N,10.0,0
57,31345.0,MORTGAGE,3.0,VENTURE,C,23582.0,17.45,0.75,N,8.0,0
23,94477.0,OTHER,0.0,DEBTCONSOLIDATION,F,8867.0,8.03,0.09,Y,28.0,1
30,77107.0,MORTGAGE,9.0,HOMEIMPROVEMENT,C,34752.0,9.82,0.45,N,7.0,0
40,49352.0,OWN,0.0,MEDICAL,C,19124.0,10.88,0.39,N,14.0,0
49,67797.0,OWN,1.0,HOMEIMPROVEMENT,A,32702.0,12.11,0.48,N,7.0,0
37,61843.0,OTHER,3.0,VENTURE,G,18303.0,11.51,0.3,N,25.0,0
54,19949.0,OWN,1.0,HOMEIMPROVEMENT,E,26504.0,6.4,1.33,N,11.0,0
22,47542.0,RENT,1.0,DEBTCONSOLIDATION,C,9497.0,12.04,0.2,N,7.0,1
31,88097.0,MORTGAGE,7.0,HOMEIMPROVEMENT,D,9038.0,8.69,0.1,N,28.0,0
46,42827.0,OWN,10.0,DEBTCONSOLIDATION,A,12994.0,,0.3,Y,2.0,0
49,104549.0,RENT,7.0,VENTURE,G,25636.0,10.03,0.25,N,19.0,0
40,101529.0,OTHER,6.0,PERSONAL,G,15894.0,9.54,0.16,Y,15.0,0
57,98131.0,OWN,10.0,VENTURE,E,20210.0,7.91,0.21,N,15.0,0
40,93258.0,OWN,3.0,DEBTCONSOLIDATION,G,30415.0,7.75,0.33,N,11.0,0
57,100578.0,MORTGAGE,6.0,PERSONAL,A,30190.0,18.22,0.3,N,20.0,0
59,17001.0,OWN,5.0,VENTURE,D,20767.0,23.14,1.22,N,6.0,0
34,102422.0,MORTGAGE,6.0,MEDICAL,D,10123.0,6.1,0.1,N,25.0,1
37,17948.0,OTHER,0.0,HOMEIMPROVEMENT,E,17271.0,14.39,0.96,N,11.0,1
48,107410.0,MORTGAGE,4.0,EDUCATION,B,12125.0,8.32,0.11,N,4.0,0
57,94391.0,OTHER,4.0,VENTURE,C,13238.0,7.67,0.14,N,5.0,1
40,35295.0,OWN,6.0,VENTURE,F,11080.0,8.15,0.31,N,3.0,0
36,35811.0,RENT,3.0,EDUCATION,F,17557.0,17.3,0.49,N,16.0,0
60,51522.0,OTHER,0.0,PERSONAL,G,1141.0,7.51,0.02,N,17.0,0
37,51942.0,OWN,2.0,EDUCATION,D,22495.0,15.65,0.43,N,20.0,0
56,70310.0,OTHER,3.0,PERSONAL,B,20374.0,9.45,0.29,Y,18.0,0
57,69679.0,OWN,4.0,DEBTCONSOLIDATION,C,4106.0,22.44,0.06,N,4.0,0
31,39225.0,OWN,,PERSONAL,B,2674.0,14.32,0.07,N,18.0,0
30,116405.0,RENT,7.0,MEDICAL,G,4407.0,19.96,0.04,N,3.0,0
39,60882.0,MORTGAGE,7.0,EDUCATION,G,2647.0,22.23,0.04,N,6.0,0
28,30723.0,RENT,,MEDICAL,D,1402.0,11.12,0.05,N,24.0,1
20,83415.0,OTHER,1.0,MEDICAL,E,25605.0,5.63,0.31,N,7.0,0
22,116104.0,RENT,9.0,EDUCATION,D,5292.0,22.86,0.05,N,10.0,1
40,85085.0,OWN,3.0,PERSONAL,F,9641.0,8.53,0.11,N,2.0,0
42,69719.0,OWN,1.0,MEDICAL,D,34563.0,13.11,0.5,Y,13.0,0
28,102874.0,RENT,4.0,MEDICAL,C,23166.0,13.14,0.23,N,24.0,0
38,93705.0,OTHER,3.0,HOMEIMPROVEMENT,A,23232.0,7.91,0.25,Y,25.0,0
64,44730.0,MORTGAGE,1.0,PERSONAL,F,23793.0,13.92,0.53,N,16.0,0
38,25136.0,MORTGAGE,2.0,MEDICAL,E,6432.0,18.91,0.26,N,29.0,0
42,115550.0,OWN,2.0,VENTURE,C,30181.0,12.6,0.26,N,18.0,1
46,52148.0,MORTGAGE,6.0,EDUCATION,D,19799.0,7.5,0.38,N,27.0,1
46,81501.0,MORTGAGE,3.0,PERSONAL,E,21561.0,15.68,0.26,N,23.0,0
58,78214.0,OTHER,0.0,VENTURE,G,30863.0,22.2,0.39,N,16.0,0
55,98025.0,MORTGAGE,4.0,VENTURE,F,8076.0,6.82,0.08,N,6.0,1
31,72399.0,RENT,5.0,HOMEIMPROVEMENT,G,17480.0,10.22,0.24,N,12.0,1
46,53967.0,OTHER,5.0,PERSONAL,A,9921.0,22.08,0.18,N,18.0,0
53,48075.0,RENT,,DEBTCONSOLIDATION,F,29448.0,16.15,0.61,N,17.0,0
52,29507.0,OWN,9.0,MEDICAL,E,5092.0,14.35,0.17,N,7.0,0
47,111447.0,OTHER,10.0,HOMEIMPROVEMENT,D,1612.0,11.05,0.01,N,22.0,1
50,111104.0,MORTGAGE,1.0,MEDICAL,E,25330.0,15.76,0.23,N,20.0,0
51,59475.0,OTHER,4.0,DEBTCONSOLIDATION,D,638.0,14.0,0.01,N,27.0,0
39,71027.0,OWN,3.0,DEBTCONSOLIDATION,E,6063.0,15.76,0.09,N,11.0,0
59,42081.0,RENT,10.0,DEBTCONSOLIDATION,E,30220.0,,0.72,N,19.0,1
54,98122.0,OWN,4.0,MEDICAL,F,19565.0,14.56,0.2,N,24.0,1
50,110098.0,OTHER,6.0,HOMEIMPROVEMENT,F,29819.0,6.98,0.27,N,29.0,0
50,118744.0,RENT,2.0,EDUCATION,E,7873.0,13.16,0.07,N,15.0,0
57,12342.0,RENT,7.0,HOMEIMPROVEMENT,A,22091.0,8.28,1.79,N,19.0,0
41,54360.0,OTHER,10.0,MEDICAL,D,3429.0,9.19,0.06,N,14.0,0
64,20167.0,OWN,,EDUCATION,G,31561.0,15.07,1.56,N,3.0,1
60,72853.0,MORTGAGE,,MEDICAL,G,16758.0,20.56,0.23,N,22.0,1
28,109611.0,OWN,8.0,EDUCATION,F,16854.0,13.86,0.15,N,29.0,0
28,58303.0,MORTGAGE,0.0,HOMEIMPROVEMENT,F,19480.0,18.13,0.33,N,16.0,0
34,76991.0,OWN,0.0,EDUCATION,G,23096.0,12.36,0.3,N,27.0,0
32,68306.0,OTHER,8.0,VENTURE,D,33993.0,5.43,0.5,Y,4.0,0
41,36293.0,OWN,9.0,MEDICAL,A,32904.0,19.67,0.91,Y,3.0,0
35,118925.0,OWN,0.0,HOMEIMPROVEMENT,D,9509.0,21.37,0.08,N,16.0,1
51,113695.0,OTHER,1.0,EDUCATION,A,1433.0,10.94,0.01,N,24.0,0
21,12539.0,OTHER,2.0,VENTURE,E,27771.0,22.97,2.21,N,17.0,0
45,111922.0,RENT,6.0,MEDICAL,A,16692.0,6.66,0.15,N,19.0,0
33,110682.0,OWN,9.0,EDUCATION,B,8781.0,8.77,0.08,Y,18.0,1
57,100986.0,OTHER,2.0,VENTURE,D,24404.0,17.64,0.24,N,29.0,0
53,28589.0,OTHER,8.0,DEBTCONSOLIDATION,G,19238.0,17.46,0.67,N,3.0,0
27,22719.0,RENT,1.0,EDUCATION,F,26253.0,22.06,1.16,N,4.0,0
55,109443.0,OTHER,2.0,VENTURE,A,26611.0,19.85,0.24,N,11.0,0
40,13591.0,RENT,8.0,EDUCATION,E,7099.0,8.87,0.52,N,6.0,0
62,31098.0,OTHER,5.0,HOMEIMPROVEMENT,B,26175.0,9.86,0.84,N,23.0,0
47,80250.0,RENT,10.0,MEDICAL,B,7685.0,7.24,0.1,Y,22.0,0
63,119169.0,OWN,,VENTURE,A,25671.0,10.38,0.22,N,22.0,1
25,101657.0,OTHER,10.0,MEDICAL,E,20374.0,14.54,0.2,Y,12.0,0
39,102955.0,OTHER,8.0,VENTURE,A,7072.0,9.76,0.07,N,3.0,0
50,39603.0,OWN,4.0,EDUCATION,E,1690.0,17.97,0.04,N,5.0,1
52,14667.0,OWN,3.0,MEDICAL,B,18387.0,21.67,1.25,N,29.0,1
63,83993.0,OWN,1.0,HOMEIMPROVEMENT,F,31014.0,8.88,0.37,N,8.0,0
26,83829.0,RENT,,PERSONAL,B,26392.0,22.72,0.31,Y,2.0,1
27,74574.0,OTHER,0.0,HOMEIMPROVEMENT,F,32864.0,22.18,0.44,N,3.0,0
28,58100.0,OTHER,10.0,PERSONAL,D,2315.0,11.3,0.04,Y,5.0,0
21,34238.0,MORTGAGE,4.0,HOMEIMPROVEMENT,E,33676.0,15.09,0.98,N,23.0,0
36,99078.0,MORTGAGE,0.0,PERSONAL,E,1462.0,18.28,0.01,N,5.0,0
64,74311.0,OTHER,5.0,PERSONAL,D,28697.0,20.34,0.39,Y,25.0,0
56,95893.0,RENT,10.0,VENTURE,G,742.0,9.33,0.01,N,19.0,1
61,36110.0,RENT,5.0,HOMEIMPROVEMENT,E,22147.0,,0.61,N,13.0,0
63,110573.0,MORTGAGE,6.0,MEDICAL,B,33582.0,19.27,0.3,N,24.0,0
36,94403.0,MORTGAGE,8.0,VENTURE,F,30109.0,11.73,0.32,N,29.0,0
57,93133.0,MORTGAGE,5.0,MEDICAL,A,5593.0,20.29,0.06,N,15.0,0
54,21184.0,MORTGAGE,2.0,HOMEIMPROVEMENT,F,13688.0,16.89,0.65,N,16.0,0
58,96349.0,MORTGAGE,7.0,PERSONAL,D,13108.0,14.6,0.14,N,6.0,0
49,35482.0,OWN,4.0,DEBTCONSOLIDATION,A,5204.0,8.33,0.15,N,28.0,0
25,101693.0,OTHER,7.0,EDUCATION,C,29558.0,22.43,0.29,N,19.0,1
23,52564.0,OTHER,7.0,PERSONAL,G,23533.0,8.14,0.45,N,4.0,1
56,25660.0,MORTGAGE,2.0,PERSONAL,E,3441.0,17.66,0.13,N,27.0,1
54,90222.0,OTHER,6.0,DEBTCONSOLIDATION,G,5667.0,6.13,0.06,Y,12.0,0
28,114299.0,OTHER,3.0,VENTURE,D,9676.0,8.64,0.08,N,24.0,0
25,108873.0,OWN,8.0,VENTURE,C,12866.0,17.84,0.12,N,22.0,0
32,34479.0,OWN,6.0,MEDICAL,G,750.0,13.33,0.02,N,27.0,0
41,74215.0,RENT,9.0,HOMEIMPROVEMENT,G,27798.0,22.07,0.37,Y,14.0,1
47,109849.0,RENT,1.0,EDUCATION,E,8025.0,,0.07,N,2.0,0
49,76444.0,MORTGAGE,0.0,MEDICAL,G,7783.0,11.02,0.1,N,25.0,0
55,47230.0,RENT,5.0,PERSONAL,A,17538.0,23.14,0.37,N,20.0,0
21,79619.0,MORTGAGE,5.0,VENTURE,F,10289.0,8.39,0.13,N,9.0,1
55,13340.0,RENT,9.0,PERSONAL,A,29904.0,11.05,2.24,N,25.0,1
27,115251.0,OTHER,4.0,PERSONAL,D,7630.0,21.2,0.07,N,2.0,0
64,41829.0,OTHER,1.0,HOMEIMPROVEMENT,A,25486.0,20.86,0.61,Y,22.0,0
61,17039.0,RENT,8.0,HOMEIMPROVEMENT,G,26531.0,16.5,1.56,Y,19.0,0
28,115416.0,OTHER,5.0,VENTURE,A,31900.0,8.3,0.28,N,3.0,0
20,86946.0,OTHER,3.0,HOMEIMPROVEMENT,E,1820.0,14.77,0.02,N,29.0,0
32,17155.0,MORTGAGE,6.0,PERSONAL,G,12140.0,17.18,0.71,N,14.0,0
34,101125.0,OTHER,8.0,PERSONAL,F,10656.0,,0.11,N,13.0,1
51,49438.0,RENT,7.0,EDUCATION,A,30616.0,22.06,0.62,N,23.0,0
53,113213.0,OTHER,0.0,MEDICAL,F,19334.0,9.9,0.17,N,2.0,0
62,83933.0,MORTGAGE,2.0,EDUCATION,A,1116.0,9.06,0.01,N,22.0,1
50,22237.0,RENT,9.0,DEBTCONSOLIDATION,D,4687.0,12.41,0.21,N,14.0,0
33,110355.0,MORTGAGE,1.0,EDUCATION,F,32932.0,8.06,0.3,N,5.0,0
33,10002.0,OTHER,2.0,MEDICAL,C,769.0,15.8,0.08,N,12.0,1
48,56794.0,OTHER,4.0,EDUCATION,A,18923.0,6.51,0.33,N,6.0,0
38,75860.0,OTHER,5.0,DEBTCONSOLIDATION,C,9686.0,6.42,0.13,N,12.0,0
46,72703.0,OWN,2.0,PERSONAL,D,20331.0,8.54,0.28,N,23.0,0
28,48902.0,MORTGAGE,1.0,PERSONAL,F,23992.0,7.67,0.49,Y,23.0,0
56,92524.0,RENT,4.0,EDUCATION,C,28548.0,5.49,0.31,N,2.0,0
56,31275.0,OTHER,3.0,DEBTCONSOLIDATION,F,18009.0,15.93,0.58,N,20.0,0
62,61734.0,OWN,4.0,MEDICAL,F,9536.0,16.41,0.15,N,23.0,0
47,73261.0,OWN,9.0,DEBTCONSOLIDATION,D,34856.0,21.92,0.48,N,28.0,0
43,42061.0,MORTGAGE,3.0,EDUCATION,E,14680.0,5.83,0.35,N,3.0,0
47,45890.0,OTHER,3.0,VENTURE,E,16216.0,6.79,0.35,Y,9.0,0
55,99896.0,MORTGAGE,7.0,VENTURE,E,29279.0,12.67,0.29,N,10.0,0
37,91365.0,OTHER,5.0,HOMEIMPROVEMENT,A,17684.0,11.6,0.19,N,27.0,0
44,29498.0,OTHER,1.0,DEBTCONSOLIDATION,E,18601.0,14.98,0.63,N,28.0,0
54,87003.0,OTHER,2.0,EDUCATION,G,13545.0,,0.16,N,9.0,0
23,75882.0,OWN,7.0,DEBTCONSOLIDATION,C,12546.0,15.26,0.17,N,17.0,1
33,23369.0,MORTGAGE,0.0,EDUCATION,C,30962.0,20.95,1.32,N,19.0,0
58,55114.0,MORTGAGE,5.0,MEDICAL,A,25990.0,15.49,0.47,Y,29.0,0
45,70071.0,MORTGAGE,2.0,VENTURE,A,12556.0,18.62,0.18,N,10.0,0
27,23997.0,RENT,8.0,PERSONAL,B,23685.0,16.96,0.99,N,16.0,1
43,53518.0,RENT,9.0,VENTURE,C,7365.0,,0.14,N,22.0,1
35,119885.0,OWN,10.0,PERSONAL,B,18656.0,7.78,0.16,N,22.0,0
39,111747.0,OWN,0.0,EDUCATION,A,15058.0,7.83,0.13,N,26.0,1
34,34686.0,OWN,1.0,PERSONAL,G,612.0,21.36,0.02,N,24.0,0
26,108326.0,MORTGAGE,5.0,MEDICAL,C,29686.0,20.19,0.27,Y,17.0,0
36,72891.0,MORTGAGE,,EDUCATION,E,29232.0,7.91,0.4,Y,28.0,0
41,95736.0,OTHER,3.0,VENTURE,F,22054.0,7.66,0.23,N,14.0,0
41,85691.0,MORTGAGE,,VENTURE,G,11255.0,20.28,0.13,N,17.0,1
31,23074.0,OWN,9.0,DEBTCONSOLIDATION,G,24800.0,22.67,1.07,N,26.0,0
37,28091.0,OWN,0.0,HOMEIMPROVEMENT,E,10623.0,14.79,0.38,Y,18.0,1
34,119578.0,OTHER,9.0,PERSONAL,F,20144.0,13.96,0.17,Y,6.0,0
56,16715.0,RENT,3.0,EDUCATION,A,10272.0,8.6,0.61,N,21.0,0
35,48821.0,MORTGAGE,1.0,HOMEIMPROVEMENT,G,27990.0,5.99,0.57,N,12.0,0
24,30199.0,MORTGAGE,8.0,PERSONAL,D,34722.0,10.35,1.15,N,18.0,0
21,100858.0,RENT,6.0,MEDICAL,A,21920.0,22.4,0.22,Y,26.0,1
47,76050.0,OWN,5.0,MEDICAL,C,2603.0,17.47,0.03,N,16.0,0
60,65439.0,OWN,,DEBTCONSOLIDATION,A,13628.0,7.49,0.21,N,11.0,0
46,13039.0,OWN,8.0,EDUCATION,A,20944.0,,1.61,N,22.0,0
50,15861.0,MORTGAGE,7.0,EDUCATION,E,2645.0,18.67,0.17,N,12.0,0
60,75032.0,RENT,1.0,PERSONAL,C,24487.0,11.33,0.33,N,9.0,0
55,62008.0,RENT,2.0,DEBTCONSOLIDATION,F,3879.0,22.86,0.06,Y,6.0,0
62,94261.0,OWN,6.0,HOMEIMPROVEMENT,A,880.0,14.06,0.01,N,25.0,0
20,67668.0,MORTGAGE,9.0,VENTURE,E,19824.0,11.37,0.29,Y,21.0,0
48,49104.0,RENT,3.0,EDUCATION,G,25131.0,,0.51,Y,8.0,0
20,46130.0,MORTGAGE,10.0,EDUCATION,G,17463.0,18.73,0.38,N,14.0,0
27,46258.0,OTHER,5.0,EDUCATION,C,858.0,13.63,0.02,N,5.0,0
35,40691.0,OWN,8.0,DEBTCONSOLIDATION,G,2312.0,,0.06,N,6.0,0
47,100068.0,OWN,6.0,HOMEIMPROVEMENT,E,14664.0,16.03,0.15,Y,10.0,0
41,113471.0,OTHER,2.0,MEDICAL,E,10802.0,22.19,0.1,N,5.0,1
37,78714.0,RENT,5.0,VENTURE,A,14550.0,5.77,0.18,Y,9.0,0
41,33815.0,OWN,6.0,MEDICAL,D,28539.0,16.71,0.84,N,2.0,0
60,95244.0,RENT,0.0,HOMEIMPROVEMENT,A,4955.0,13.19,0.05,N,8.0,0
31,101674.0,OWN,6.0,HOMEIMPROVEMENT,C,618.0,19.38,0.01,Y,10.0,0
38,93464.0,OTHER,4.0,HOMEIMPROVEMENT,E,10059.0,17.68,0.11,N,28.0,1
44,97771.0,OTHER,6.0,PERSONAL,G,11022.0,12.11,0.11,N,23.0,1
24,119725.0,RENT,6.0,EDUCATION,D,16225.0,12.01,0.14,Y,26.0,1
53,35101.0,OWN,5.0,PERSONAL,C,18230.0,5.93,0.52,Y,26.0,0
58,105126.0,OWN,2.0,HOMEIMPROVEMENT,G,5587.0,23.06,0.05,N,27.0,0
29,114476.0,MORTGAGE,8.0,PERSONAL,B,10269.0,18.74,0.09,N,21.0,0
26,96553.0,MORTGAGE,4.0,EDUCATION,E,29540.0,8.1,0.31,N,14.0,0
56,85477.0,OWN,8.0,HOMEIMPROVEMENT,G,22059.0,15.35,0.26,N,26.0,0
34,35416.0,RENT,2.0,DEBTCONSOLIDATION,G,6424.0,21.87,0.18,N,9.0,0
61,94185.0,OTHER,6.0,PERSONAL,C,24293.0,8.01,0.26,Y,15.0,0
43,84440.0,OWN,4.0,DEBTCONSOLIDATION,B,7685.0,20.91,0.09,N,14.0,0
45,51026.0,MORTGAGE,6.0,MEDICAL,G,16868.0,18.24,0.33,N,25.0,0
45,35336.0,OTHER,7.0,VENTURE,D,27567.0,11.19,0.78,N,8.0,1
45,15260.0,RENT,10.0,VENTURE,E,28429.0,8.73,1.86,N,10.0,0
29,23657.0,OWN,7.0,VENTURE,G,13149.0,16.62,0.56,Y,4.0,0
36,112495.0,OWN,4.0,VENTURE,C,17229.0,13.15,0.15,N,20.0,0
33,39079.0,OTHER,10.0,HOMEIMPROVEMENT,G,13279.0,10.46,0.34,Y,23.0,0
21,86917.0,OTHER,,DEBTCONSOLIDATION,D,5540.0,20.33,0.06,N,7.0,1
32,91592.0,MORTGAGE,4.0,MEDICAL,F,15980.0,23.12,0.17,Y,10.0,0
46,31283.0,RENT,7.0,DEBTCONSOLIDATION,D,30594.0,,0.98,N,3.0,0
28,11467.0,OTHER,5.0,PERSONAL,B,7183.0,7.0,0.63,Y,24.0,0
26,96772.0,RENT,5.0,EDUCATION,C,1965.0,7.82,0.02,N,27.0,0
29,16101.0,RENT,1.0,HOMEIMPROVEMENT,D,15928.0,,0.99,Y,22.0,0
28,83083.0,OWN,6.0,PERSONAL,G,11336.0,22.15,0.14,N,6.0,1
41,12760.0,OTHER,9.0,DEBTCONSOLIDATION,B,8772.0,7.35,0.69,N,6.0,0
42,114725.0,OTHER,6.0,PERSONAL,C,14782.0,8.42,0.13,N,28.0,1
26,22648.0,MORTGAGE,5.0,PERSONAL,F,27493.0,21.48,1.21,Y,8.0,0
28,44161.0,OWN,10.0,PERSONAL,B,5485.0,14.28,0.12,N,21.0,1
46,111997.0,OTHER,1.0,MEDICAL,G,1106.0,22.7,0.01,N,18.0,0
43,97298.0,OTHER,10.0,MEDICAL,C,6165.0,12.45,0.06,N,6.0,1
48,28083.0,MORTGAGE,4.0,EDUCATION,C,21486.0,8.73,0.77,N,9.0,0
36,27504.0,MORTGAGE,5.0,VENTURE,F,13061.0,7.47,0.47,N,29.0,0
39,48097.0,RENT,,HOMEIMPROVEMENT,E,9416.0,14.91,0.2,N,16.0,0
26,60723.0,OWN,3.0,HOMEIMPROVEMENT,C,8591.0,16.23,0.14,N,16.0,0
62,88601.0,RENT,9.0,DEBTCONSOLIDATION,F,12779.0,14.54,0.14,N,11.0,0
59,58739.0,MORTGAGE,5.0,DEBTCONSOLIDATION,C,11492.0,16.2,0.2,N,16.0,0
26,92648.0,OTHER,4.0,MEDICAL,F,590.0,18.37,0.01,N,12.0,0
47,21696.0,OTHER,10.0,MEDICAL,F,19580.0,15.93,0.9,N,24.0,0
38,92535.0,MORTGAGE,9.0,EDUCATION,B,3109.0,18.89,0.03,N,8.0,1
39,108674.0,RENT,,DEBTCONSOLIDATION,D,22908.0,15.88,0.21,Y,3.0,0
63,115071.0,RENT,8.0,DEBTCONSOLIDATION,G,7311.0,22.77,0.06,N,22.0,0
58,97258.0,MORTGAGE,10.0,EDUCATION,D,10668.0,17.39,0.11,N,12.0,0
59,105735.0,OTHER,5.0,HOMEIMPROVEMENT,D,18425.0,19.1,0.17,N,11.0,0
26,72071.0,OWN,0.0,EDUCATION,D,25319.0,11.64,0.35,N,28.0,1
25,104968.0,RENT,9.0,PERSONAL,A,15986.0,9.46,0.15,N,7.0,0
44,64094.0,OWN,9.0,EDUCATION,G,8219.0,14.14,0.13,N,11.0,1
60,84675.0,OTHER,0.0,PERSONAL,E,34761.0,17.95,0.41,N,13.0,0
32,60271.0,MORTGAGE,1.0,HOMEIMPROVEMENT,A,25329.0,,0.42,N,3.0,0
58,52415.0,RENT,1.0,DEBTCONSOLIDATION,E,29412.0,,0.56,N,13.0,0
59,98251.0,RENT,10.0,PERSONAL,F,32470.0,,0.33,N,20.0,0
